,index,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_UE,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,VR_DESPESA_CONTRATADA,VR_RECEITA
1338,23239,EDUARDA OLIVEIRA SILVA,EDUARDA,PAULO AFONSO,PP,SUPLENTE,1,0.0,3330.5699999999997
1339,23241,EMILY MAIARA TEIXEIRA LIMA,EMILY,PAULO AFONSO,PP,SUPLENTE,1,0.0,3330.5699999999997
1340,23257,ERNESTO ROCHA FILHO,ERNESTINHO DE VENOSA,VITÓRIA DA CONQUISTA,PP,SUPLENTE,0,0.0,0.0
1341,23263,JACY SOUSA FERNANDES,JACY FERNANDES,VITÓRIA DA CONQUISTA,PP,SUPLENTE,2,0.0,0.0
1342,23296,HRAWMANY JOSE DANTAS DA SILVA,CHICÓ MOTOTAXI,PAULO AFONSO,REPUBLICANOS,NÃO ELEITO,7,0.0,620.0
1343,23301,ALDENICE FERREIRA LEITE,NICE DA PRAINHA,PAULO AFONSO,REPUBLICANOS,NÃO ELEITO,7,0.0,620.0
1344,23332,JUBERLANDIA IDALINA ARAUJO,GIL IDALINY,LUÍS EDUARDO MAGALHÃES,PSL,NÃO ELEITO,0,0.0,95.0
1345,23333,MARIA ENIS NERI DA SILVA,MARIA ENIS,LUÍS EDUARDO MAGALHÃES,PSL,NÃO ELEITO,1,0.0,0.0
1346,23341,ELIVANIA GONÇALVES LIMA PEDROSA,ELI LIMA,LUÍS EDUARDO MAGALHÃES,PSL,NÃO ELEITO,1,0.0,95.0
1347,23355,HOZANA DARCKLEN ALVES LEITE,HOZANA DARKLEN,JUAZEIRO,PSD,SUPLENTE,0,0.0,60.0
1348,23412,MARIA DE LOURDES RIBEIRO DE ALMEIDA,MARIA DE LOURDES,LUÍS EDUARDO MAGALHÃES,REDE,NÃO ELEITO,0,0.0,95.0
1349,23420,MARIO DE JESUS,MARIO SERRALHEIRO,LUÍS EDUARDO MAGALHÃES,REDE,NÃO ELEITO,7,0.0,0.0
1350,23465,EDILEIDE DA SILVA FREITAS,DIDA,PONTO NOVO,PDT,SUPLENTE,4,0.0,100.0
1351,23469,NOELMA MOREIRA DA SILVA,NOELMA,PONTO NOVO,PDT,SUPLENTE,2,0.0,100.0
1352,23472,MARIA DA CONCEIÇÃO DE SOUZA MAIA,CEIÇA,PIRITIBA,PSB,SUPLENTE,5,0.0,500.0
1353,23481,DEISIANE CATUREBA CERQUEIRA,DEISE,PIRITIBA,PSB,SUPLENTE,4,0.0,2500.0
1354,23486,MARIELE ARAUJO DE JESUS MATOS,MARIELE ARAUJO,NOVA SOURE,PSD,SUPLENTE,6,0.0,0.0
1355,23497,JOILMA BISPO COSTA,JOILMA COSTA,NOVA SOURE,PSD,SUPLENTE,7,0.0,70.42
1356,23499,LUIS CARLOS XAVIER DOS SANTOS,BICO DOCE,CAMAÇARI,REDE,NÃO ELEITO,2,0.0,2478.5
1357,23502,NMERIA FERREIRA LEITE,MEL LEITE,CAMAÇARI,REDE,NÃO ELEITO,4,0.0,4986.55
1358,23504,GERSON ALEXANDRINO,COROA,CAMAÇARI,REDE,NÃO ELEITO,4,0.0,2478.5
1359,23507,MARIA JOSE ARAUJO DE SOUZA JESUS,ELIENE,NOVA SOURE,REPUBLICANOS,NÃO ELEITO,7,0.0,0.0
1360,23540,DAYANE MARCIA AGUIAR TEIXEIRA DE CARVALHO,TIA DAY,MATA DE SÃO JOÃO,PP,SUPLENTE,6,0.0,265.62
1361,23550,SUÉLEN FRANCINI PEREIRA,SUÉLEN PEREIRA,LUÍS EDUARDO MAGALHÃES,PSC,SUPLENTE,3,0.0,748.47
1362,23554,CARLINHOS ANTONIO PIEROZAN,CARLINHOS PIEROZAN,LUÍS EDUARDO MAGALHÃES,PSC,SUPLENTE,3,0.0,772.45
1363,23565,TANIA MARIA ALVES DOS SANTOS SANTANA,PATRICIA DOS CACHORROS,LUÍS EDUARDO MAGALHÃES,PSC,SUPLENTE,6,0.0,1772.45
1364,23570,DALVA CRISTINA DOS SANTOS,TIA CRIS,CAMAÇARI,SOLIDARIEDADE,NÃO ELEITO,6,0.0,0.0
1365,23651,GEORGINA FERNANDES SILVA,GEORGINA,URUÇUCA,PTB,NÃO ELEITO,3,0.0,1500.0
1366,23674,ALESARA ALVES PIMENTEL,SARA PIMENTEL,PORTO SEGURO,PODE,SUPLENTE,7,0.0,3000.0
1367,23713,ROGERIO DE OLIVEIRA,CHIQUINHO,PORTO SEGURO,CIDADANIA,NÃO ELEITO,6,0.0,0.0
1368,23715,ELISAMA FERREIRA SANTOS,LICA,PORTO SEGURO,CIDADANIA,NÃO ELEITO,6,0.0,50.0
1369,23716,OSVALDO DE ALMEIDA BATISTA,OSVALDO DO UBALDINÃO,PORTO SEGURO,CIDADANIA,NÃO ELEITO,7,0.0,0.0
1370,23725,TAUANA TALES OLIVEIRA DE SOUZA,TAUANA TALES,LUÍS EDUARDO MAGALHÃES,DEM,SUPLENTE,5,0.0,95.0
1371,23736,LUANA FIUZA NOGUEIRA,LUANA FIUZA,LUÍS EDUARDO MAGALHÃES,DEM,SUPLENTE,4,0.0,95.0
1372,23738,BIANCA TAVARES DA SILVA,BIANCA TAVARES,LUÍS EDUARDO MAGALHÃES,DEM,SUPLENTE,4,0.0,95.0
1373,23743,MARIVALDO SANTANA DA FRANCA,MARIVALDO SANTANA,LUÍS EDUARDO MAGALHÃES,DEM,SUPLENTE,3,0.0,95.0
1374,23746,MONIQUE SANTOS DE OLIVEIRA,MONIQUE OLIVEIRA,ITAPETINGA,PP,NÃO ELEITO,4,0.0,745.0
1375,23748,CRISTIANE DE OLIVEIRA ALVES,CRIS TECNICA DE ENFERMAGEM,ITAPETINGA,PP,NÃO ELEITO,4,0.0,745.0
1376,23793,AILTON SANTOS SOUZA,AILTON CORREDOR,ITAPETINGA,PT,SUPLENTE,3,0.0,950.0
1377,23805,HENRIQUE SOARES VALADARES,HENRIQUE VALADARES,LUÍS EDUARDO MAGALHÃES,PSDB,SUPLENTE,0,0.0,95.0
1378,23816,EDINETE GOMES DA SILVA SANTOS,EDINETE GOMES,LUÍS EDUARDO MAGALHÃES,PSDB,SUPLENTE,7,0.0,95.0
1379,23821,ANITA PAULA CARDOSO DE SOUZA,ANITA CARDOSO,LUÍS EDUARDO MAGALHÃES,PSDB,SUPLENTE,5,0.0,0.0
1380,23860,ROSIANE MARAFIÃO PEREIRA,ROSI DE BRASILEIRO,ITANAGRA,PP,SUPLENTE,4,0.0,0.0
1381,23872,JISLAINE RODRIGUES DA CRUZ,JISLAINE RODRIGUES,MACURURÉ,PDT,SUPLENTE,0,0.0,0.0
1382,23873,VALDIRA GOMES DA CRUZ RAMOS,VALDIRA DA CRUZ,MACURURÉ,PDT,SUPLENTE,1,0.0,0.0
1383,23879,PRISCILA SOUZA DO NASCIMENTO SILVA,PRISCILA SOUZA,MACURURÉ,PDT,SUPLENTE,0,0.0,0.0
1384,23882,MARTHA ANGELA BEZERRA,MARTHA BEZERRA,MATA DE SÃO JOÃO,PL,NÃO ELEITO,3,0.0,90.62
1385,23885,JESSICA SILVA SANTOS,JESSICA,MATA DE SÃO JOÃO,PL,NÃO ELEITO,0,0.0,90.62
1386,23926,ANA CLAUDIA BARRETO DOS SANTOS,CLAUDIA BARRETO,ITANAGRA,MDB,SUPLENTE,4,0.0,0.0
1387,23931,JURANDIR DE JESUS,DÊ,ITANAGRA,PSL,NÃO ELEITO,0,0.0,0.0
1388,23932,ANDRESA SANTOS CRUZ,TICA,ITANAGRA,PSL,NÃO ELEITO,0,0.0,0.0
1389,23933,GESICA RAMOS DE ALMEIDA,GESICA NINA,MASCOTE,PTC,NÃO ELEITO,7,0.0,70.0
1390,23934,MANOEL BISPO DA SILVA,MANOEL DO FAMÍLIA,MASCOTE,PTC,NÃO ELEITO,2,0.0,70.0
1391,23952,REGINA CELI DOS SANTOS BRANDAO TEIXEIRA,REGINA CELI,ITANAGRA,PT,SUPLENTE,4,0.0,0.0
1392,23987,ARCANJA GUIMARAES BISPO,ARCANJA,BARRA,PP,SUPLENTE,7,0.0,1660.0
1393,24048,ANDRESSA SILVA BONFIM,ANDRESSA,CAETANOS,PSB,NÃO ELEITO,0,0.0,1612.0
1394,24052,ELEXSANDRO FERNANDES,SANDRO MOREIRA,CAETANOS,PSB,NÃO ELEITO,5,0.0,1580.5
1395,24053,VERA LUCIA FERREIRA GOUVEIA,VERA,CAETANOS,PSB,NÃO ELEITO,2,0.0,1612.0
1396,24082,MARIA DAS GRAÇAS OLIVEIRA SILVA,GRAÇA,BARRA,PSD,NÃO ELEITO,4,0.0,850.0
1397,24086,ROSILEIDE RAMOS DE JESUS,ROSILEIDE,BARRA,PSD,NÃO ELEITO,4,0.0,400.0
1398,24107,IGOR MONTEIRO CORREIA DA SILVA,IGOR MONTEIRO,BARREIRAS,PTB,NÃO ELEITO,7,0.0,3967.86
1399,24111,JOSIANE ARAÚJO SILVA,JOSIANE,BARREIRAS,PTB,NÃO ELEITO,7,0.0,11528.83
1400,24130,LUZIA FERREIRA DA SILVA SANTANA,LUZIA,ITIRUÇU,PP,SUPLENTE,3,0.0,0.0
1401,24177,IVONETE APARECIDA MUNIZ DA SILVA,IVONETE MUNIZ,LUÍS EDUARDO MAGALHÃES,PATRIOTA,SUPLENTE,1,0.0,95.0
1402,24201,ELIZANGELA GOMES FERREIRA,ELIZANGELA DA AABB,BARRA,AVANTE,SUPLENTE,7,0.0,0.0
1403,24221,MARCELO PEREIRA,MARCELO PEREIRA,JEQUIÉ,PT,SUPLENTE,6,0.0,0.0
1404,24245,VILMA SILVA REIS,VILMA,URUÇUCA,DEM,SUPLENTE,0,0.0,1500.0
1405,24247,VALDICE JUVINA DOS SANTOS,VALDICE MORAL,URUÇUCA,DEM,SUPLENTE,5,0.0,1500.0
1406,24250,ALESSANDRA LEOPOLDINO ARAUJO DE MACEDO,ALESSANDRA,URUÇUCA,DEM,SUPLENTE,1,0.0,1500.0
1407,24327,COSMIRANDA LOPES DOS SANTOS,COTE DA SERRA GRANDE,URUÇUCA,PSDB,SUPLENTE,0,0.0,0.0
1408,24344,GRASIELE SENA DOS SANTOS,GRASY SENNA,GAVIÃO,PP,SUPLENTE,1,0.0,0.0
1409,24346,DOUGLAS LUIZ DOS SANTOS,DOQUINHA DO POVO,LUÍS EDUARDO MAGALHÃES,PDT,SUPLENTE,1,0.0,0.0
1410,24347,ELENICE DELFINO DE SOUZA,ELENICE,LUÍS EDUARDO MAGALHÃES,PDT,SUPLENTE,0,0.0,772.45
1411,24352,ALINE OLIVEIRA DOS SANTOS CORREIA,ALINE OLIVEIRA,LUÍS EDUARDO MAGALHÃES,PDT,SUPLENTE,6,0.0,210.0
1412,24362,NIVALDO DOS SANTOS MAIA,SANTOS FOTÓGRAFO,LUÍS EDUARDO MAGALHÃES,PDT,SUPLENTE,7,0.0,772.45
1413,24368,FABIO SANTOS DE ANDRADE,FABIO INDIANO,LUÍS EDUARDO MAGALHÃES,PDT,SUPLENTE,5,0.0,210.0
1414,24407,GEORGINA DO NASCIMENTO SANTANA,GEORGINA,VALENÇA,PMN,NÃO ELEITO,3,0.0,0.0
1415,24435,ERICA LAIANE CARDOSO ALMEIDA,ERICA LAIANE,SANTO ANTÔNIO DE JESUS,PSL,NÃO ELEITO,2,0.0,0.0
1416,24436,ANGELINA DA CONCEICAO OLIVEIRA,MARICA DA CHURASCARIA,SANTO ANTÔNIO DE JESUS,PSL,NÃO ELEITO,4,0.0,0.0
1417,24437,ANILZETE BRITO DOS SANTOS,ANILZETE BRITO,SANTO ANTÔNIO DE JESUS,PSL,NÃO ELEITO,0,0.0,0.0
1418,24439,JURACY BITTENCOURT DA SILVA,JURACY NETO,SANTO ANTÔNIO DE JESUS,PSL,NÃO ELEITO,5,0.0,0.0
1419,24456,LILIA RODRIGUES DOS PASSOS OLIVEIRA,LILIA PASSOS,BAIANÓPOLIS,AVANTE,NÃO ELEITO,5,0.0,0.0
1420,24463,SIMONE DOS SANTOS,SIMONE DA SAÚDE,SANTO ANTÔNIO DE JESUS,PSD,SUPLENTE,2,0.0,0.0
1421,24474,DANILO SOUZA,DANILO NEGÃO,SANTO ANTÔNIO DE JESUS,PSD,SUPLENTE,1,0.0,0.0
1422,24494,WANDERSON LEMOS SANTOS,WANDERSON LEMOS,ITARANTIM,REPUBLICANOS,NÃO ELEITO,4,0.0,150.0
1423,24497,ALECSANDRO COELHO,SANDRO OLHÃO,ITARANTIM,REPUBLICANOS,NÃO ELEITO,2,0.0,150.0
1424,24499,LUZIMARIA ALVES SILVA,LUZA DO BOB,ITARANTIM,REPUBLICANOS,NÃO ELEITO,1,0.0,150.0
1425,24503,EDNALDO BARBOSA DE SOUSA,NADE JARDINEIRO,ITARANTIM,REPUBLICANOS,NÃO ELEITO,6,0.0,150.0
1426,24505,EDNA ROLDÃO DA SILVA,EDNA ROLDÃO,ITARANTIM,REPUBLICANOS,NÃO ELEITO,6,0.0,150.0
1427,24514,ROBERTA SILVA BORGES,ROBERTA,IBICUÍ,PDT,SUPLENTE,3,0.0,0.0
1428,24517,ADEMAR SILVA NETO,ADEMAR ,IBICUÍ,PDT,SUPLENTE,4,0.0,0.0
1429,24574,SIMONE DA SILVA DOS SANTOS,SIMONE,SANTO ANTÔNIO DE JESUS,REDE,NÃO ELEITO,6,0.0,300.0
1430,24585,KRISNA SOUSA FERREIRA,NINA,ITARANTIM,PP,SUPLENTE,6,0.0,100.0
1431,24594,RISOMAR PEREIRA BISPO,RISOMAR BISPO,ITARANTIM,PP,SUPLENTE,7,0.0,150.0
1432,24647,MARIA INÊS BATISTA DA SILVA,MARIA INÊS,SANTO ANTÔNIO DE JESUS,PDT,NÃO ELEITO,0,0.0,200.0
1433,24658,MICHELE OLIVEIRA VIRGENS,MICHELE,ITARANTIM,AVANTE,NÃO ELEITO,0,0.0,150.0
1434,24659,NILSON SOUZA RODRIGUES,MARRONZINHO,ITARANTIM,AVANTE,NÃO ELEITO,6,0.0,150.0
1435,24660,ALDENICE CONCEIÇÃO BENTO,DENISE,ITARANTIM,AVANTE,NÃO ELEITO,2,0.0,150.0
1436,24705,FABIO CERQUEIRA TORRES,FABIO TORRES,UBAÍRA,MDB,SUPLENTE,0,0.0,0.0
1437,24753,ALINE BARBOSA SANTOS,ALINE BARBOSA,IBIRATAIA,PL,SUPLENTE,0,0.0,0.0
1438,24757,JENAILDES RIBEIRO DA SILVA,GINA,IBIRATAIA,PL,SUPLENTE,0,0.0,0.0
1439,24796,IÊDA DA PAIXÃO RIBEIRO,IÊDA,LAJEDINHO,AVANTE,SUPLENTE,2,0.0,800.0
1440,24800,IZAURA ALMEIDA DA SILVA,IZAURA,LAJEDINHO,AVANTE,SUPLENTE,5,0.0,800.0
1441,24805,BRUNA SANTOS PADRE,BRUNA,IBICUÍ,PATRIOTA,NÃO ELEITO,1,0.0,0.0
1442,24806,NAIARA TEIXEIRA SANTOS,SHEILA,IBICUÍ,PATRIOTA,NÃO ELEITO,0,0.0,0.0
1443,24814,JOSÉ IRLANDIO MORÃES DE SANTANA,NANDUZINHO,OLINDINA,PSB,SUPLENTE,6,0.0,0.0
1444,24815,IVONE LIMA DE SOUZA,IVONE,OLINDINA,PSB,SUPLENTE,0,0.0,0.0
1445,24816,MARIA ZULEIDE SOARES DE ANDRADE,ZULEIDE DE ZÉ RODOLFO,OLINDINA,PSB,SUPLENTE,0,0.0,0.0
1446,24818,RAIMUNDA LIMA DOS SANTOS,RAIMUNDA,OLINDINA,PSB,SUPLENTE,0,0.0,0.0
1447,24840,VAUDICLÉA LOPES DA SILVA,CANEQUINHA,SAÚDE,PP,NÃO ELEITO,3,0.0,500.0
1448,24850,ANTONIO ANDRADE FILHO,LINDO,UBAÍRA,PP,SUPLENTE,4,0.0,0.0
1449,24854,IVAN EÇA MENEZES SEGUNDO,IVAN,UBAÍRA,PP,SUPLENTE,0,0.0,0.0
1450,24876,CLEMILDA RIBEIRO DOS SANTOS SILVA,CLEMILDA,IBICUÍ,REPUBLICANOS,SUPLENTE,4,0.0,0.0
1451,24901,DOMINGOS SAYD SILVA,DOMINGOS SAYD,ITABELA,PT,NÃO ELEITO,0,0.0,0.0
1452,24902,JOSÉ ROBERTO ALVES DE JESUS,ROBERTINHO DO BAR,ITABELA,PT,NÃO ELEITO,0,0.0,0.0
1453,24920,GIDÁLIA MEIRA GOMES ROCHA,DÁLIA,ITABELA,PSB,SUPLENTE,7,0.0,0.0
1454,24977,MARILANE NUNES DE OLIVEIRA,MARILANE,IBOTIRAMA,REPUBLICANOS,NÃO ELEITO,6,0.0,218.31
1455,24979,JEOVA DE SOUZA SILVA,JOQUINHA,IBOTIRAMA,REPUBLICANOS,NÃO ELEITO,7,0.0,148.0
1456,24988,JOSILENE BARBOSA DOS SANTOS ARAÚJO,JÔ,SANTO ANTÔNIO DE JESUS,PSDB,SUPLENTE,1,0.0,0.0
1457,25001,GEISA MOTA LOPES,GEU,SANTO ANTÔNIO DE JESUS,PSDB,SUPLENTE,4,0.0,0.0
1458,25008,REGINALDO SANTOS SOUZA,NANAL,SANTO ANTÔNIO DE JESUS,MDB,SUPLENTE,0,0.0,0.0
1459,25017,ISONEIDE NUNES BARBOSA,NINA NUNES,SANTO ANTÔNIO DE JESUS,MDB,SUPLENTE,3,0.0,250.0
1460,25050,MARCOS MARCELO DE SOUZA,MARCELO DE ZILDA,BONITO,PSDB,SUPLENTE,1,0.0,150.0
1461,25053,JILDENI ALVES,JILDENIR,BONITO,PSDB,SUPLENTE,2,0.0,150.0
1462,25056,CRISTIANE DE SOUZA FERREIRA,CRISTIANE,BONITO,PSDB,SUPLENTE,4,0.0,150.0
1463,25104,JURANDI GALO DOS SANTOS,JURAN DA PIZZARIA,GUARATINGA,PSDB,NÃO ELEITO,1,0.0,140.0
1464,25105,CLEANTES SILVA SOUZA,KELMER DE SOUZA,GUARATINGA,PSDB,NÃO ELEITO,5,0.0,140.0
1465,25109,MAURA ELANDINIZ DOS SANTOS LOPES,MAURA,GUARATINGA,PSDB,NÃO ELEITO,4,0.0,140.0
1466,25111,JOÃO VIANA ALVES,DÃO DO POVO,GUARATINGA,PSDB,NÃO ELEITO,0,0.0,140.0
1467,25128,MARIA LÚCIA DA CONCEIÇÃO,MARIA LÚCIA,ITAPICURU,PDT,SUPLENTE,1,0.0,0.0
1468,25130,ANA KELLI FÉLIX DOS SANTOS,ANA KELLI,ITAPICURU,PDT,SUPLENTE,2,0.0,0.0
1469,25143,ROMÁLIO MESSIAS MOURA DOS SANTOS,ROMÁLIO MOURA,GUARATINGA,PROS,NÃO ELEITO,2,0.0,0.0
1470,25156,PATRICIA OLIVEIRA DA SILVA,PATRÍCIA OLIVEIRA,DOM MACEDO COSTA,PT,SUPLENTE,7,0.0,0.0
1471,25170,LÚCIO MARIO MARCELINO SILVA,LÚCIO ,IBICARAÍ,PT,SUPLENTE,7,0.0,0.0
1472,25175,MARIA APARECIDA MEDRADO COSTA DA SILVA,CIDA MEDRADO,SANTA CRUZ CABRÁLIA,PSDB,SUPLENTE,6,0.0,0.0
1473,25193,HERCULES DOS SANTOS,MATEUZINHO,SANTA CRUZ CABRÁLIA,PMN,NÃO ELEITO,1,0.0,0.0
1474,25194,WELLINGTON FRANCISCO JOSE DA SILVA,ETA,SANTA CRUZ CABRÁLIA,PMN,NÃO ELEITO,0,0.0,0.0
1475,25198,CARLOS ANDRE MARIA DOS SANTOS,KINHO PADEIRO,SANTA CRUZ CABRÁLIA,PMN,NÃO ELEITO,3,0.0,0.0
1476,25200,WENDELL FREITAS SANTOS,FREITAS,SANTA CRUZ CABRÁLIA,PMN,NÃO ELEITO,0,0.0,0.0
1477,25202,ÂNGELA MARIA DOS SANTOS REIS,ÂNGELA ROBERTA,ITAPICURU,PT,SUPLENTE,2,0.0,0.0
1478,25215,LUCIANA BASTOS DOS SANTOS,LUCIANA BASTOS,ITAPICURU,PT,SUPLENTE,1,0.0,0.0
1479,25223,TAIANE DA CRUZ BARBOSA,TAY BARBOSA,SANTO ANTÔNIO DE JESUS,SOLIDARIEDADE,NÃO ELEITO,4,0.0,180.0
1480,25233,VITORIA BARBOSA SILVA,VITORIA BARBOSA,SANTO ANTÔNIO DE JESUS,SOLIDARIEDADE,NÃO ELEITO,3,0.0,0.0
1481,25247,ILANA RAMOS SANTOS,ILANA RAMOS,URUÇUCA,PT,SUPLENTE,2,0.0,270.0
1482,25255,JOANGELA COSTA DOS SANTOS,ANGELA,MUNIZ FERREIRA,PSD,SUPLENTE,3,0.0,300.0
1483,25257,REINALDO BARBOSA DA PAZ,NAL DA RIFA,MUNIZ FERREIRA,PSD,SUPLENTE,6,0.0,300.0
1484,25266,PEDRO RICARDO DOS SANTOS,PATO GAN,MUNIZ FERREIRA,PSD,SUPLENTE,2,0.0,0.0
1485,25269,SELMA EDMARY DOS SANTOS,PROFESSORA SELMA,MUNIZ FERREIRA,PSC,SUPLENTE,3,0.0,300.0
1486,25351,ANTONIO DE JESUS DA SILVA,ANTONIO SILVA LIU ZOI DE GATO,GANDU,REPUBLICANOS,SUPLENTE,6,0.0,45.0
1487,25356,VERONICA JOSE DOS SANTOS,VERONICA,GANDU,REPUBLICANOS,SUPLENTE,2,0.0,0.0
1488,25385,ELISANGELA LOPES DA SILVA,ELISANGELA DO ACARAJÉ,PINDOBAÇU,DEM,SUPLENTE,4,0.0,0.0
1489,25399,ISA CLAUDIA NASCIMENTO SOUZA DE JESUS,ISA,ILHÉUS,PSOL,NÃO ELEITO,3,0.0,1850.0
1490,25402,NELIAN CRUZ GOLDIMAN,NELIAN,ILHÉUS,PSOL,NÃO ELEITO,7,0.0,1254.0
1491,25407,MARIA DA VITORIA NASCIMENTO DE SOUZA,VIVI,ILHÉUS,PSOL,NÃO ELEITO,5,0.0,1850.0
1492,25424,MARIVALDO DO AMARAL CONCEIÇÃO MAIA,MARIVALDO DA PLANTA,SANTO ANTÔNIO DE JESUS,AVANTE,NÃO ELEITO,2,0.0,0.0
1493,25426,SILVIA PEREIRA SANTOS,SILVIA DO MINGAU,SANTO ANTÔNIO DE JESUS,AVANTE,NÃO ELEITO,1,0.0,0.0
1494,25427,JOELMA DE JESUS,JOELMA DE DIVINO,SANTO ANTÔNIO DE JESUS,AVANTE,NÃO ELEITO,2,0.0,0.0
1495,25441,RAIMUNDO JOSE EVANGELISTA DA SILVA,RAYMUNDO EVANGELHISTA,SANTO ANTÔNIO DE JESUS,PATRIOTA,NÃO ELEITO,2,0.0,0.0
1496,25446,CLAUDIA GOMES SANTIAGO SOUZA,PROFESSORA CLAUDIA,SANTO ANTÔNIO DE JESUS,PATRIOTA,NÃO ELEITO,6,0.0,0.0
1497,25487,RENE RIBEIRO DE SOUZA,RIBEIRO FILHO DE TERTINO,IBICARAÍ,AVANTE,SUPLENTE,1,0.0,582.9200000000001
1498,25497,EULALIA PEREIRA ALVES,EULÁLIA ALVES,IBICARAÍ,AVANTE,SUPLENTE,7,0.0,0.0
1499,25498,RITA DE CASSIA FERREIRA SILVA EVANGELISTA,RITA FERREIRA,IBICARAÍ,AVANTE,SUPLENTE,1,0.0,0.0
1500,25506,GERALDO JOSE RODRIGUES SANTOS,SIZINO,SANTO ANTÔNIO DE JESUS,PT,SUPLENTE,1,0.0,0.0
1501,25575,JOSE RAMOS CALMON,CALMON DELEGADO,CATU,PROS,NÃO ELEITO,1,0.0,226.0
1502,25576,MARIA DA CONCEIÇÃO DE JESUS,CONÇA,MUNIZ FERREIRA,PC do B,SUPLENTE,3,0.0,120.0
1503,25578,ROSEMARY DOS SANTOS DE JESUS,MEIRE DO ONHA,MUNIZ FERREIRA,PC do B,SUPLENTE,4,0.0,120.0
1504,25593,JORGE BATISTA DOS SANTOS,JORGE VIDEO,MUNIZ FERREIRA,PP,SUPLENTE,3,0.0,0.0
1505,25596,GIVONILSO TAVARES DOS SANTOS,PROFESSOR GIL DO TAITINGA,MUNIZ FERREIRA,PP,SUPLENTE,5,0.0,0.0
1506,25606,MARIA NILDA MOREIRA,MARIA NILDA,RUY BARBOSA,PSB,NÃO ELEITO,3,0.0,0.0
1507,25622,ADRIELLE TELES DA SILVA,ADRIELLE TELES,ILHÉUS,CIDADANIA,NÃO ELEITO,0,0.0,0.0
1508,25630,ELISANGELA MATOS DO PRADO ALVES,ELISANGELA,CRISTÓPOLIS,PTB,NÃO ELEITO,5,0.0,0.0
1509,25631,WESLEI PORTO DAMACENO,ERLEY,CRISTÓPOLIS,PTB,NÃO ELEITO,1,0.0,0.0
1510,25669,RAVENA DA SILVA OLIVEIRA,RAVENA,ILHÉUS,PSDB,SUPLENTE,0,0.0,0.0
1511,25698,ANA MARIA BISPO DOS SANTOS,ANA DO CREDIÁRIO,IBICARAÍ,PATRIOTA,SUPLENTE,6,0.0,582.92
1512,25701,MARIA SANDRA ALVES DE SOUZA,SANDRA ALVES,IBICARAÍ,PATRIOTA,SUPLENTE,2,0.0,582.92
1513,25712,MARIA THAÍS NASCIMENTO DE JESUS,THAÍS NASCIMENTO,IBICARAÍ,PATRIOTA,SUPLENTE,3,0.0,582.92
1514,25737,RENATA ALVES SANTOS,RENATA ALVES,JACOBINA,PP,SUPLENTE,0,0.0,582.0
1515,25739,LORENA GARCIA PASSOS MESQUITA VELLOSO,LORENA,JACOBINA,PP,SUPLENTE,0,0.0,582.0
1516,25742,VANUBIA FERREIRA RIOS,VANUBIA,JACOBINA,PP,SUPLENTE,0,0.0,582.0
1517,25743,VALERIA SILVA LEITE,VALÉRIA LEITE,JACOBINA,PP,SUPLENTE,0,0.0,582.0
1518,25761,GILMAR BARBOSA DA SILVA,NININHO DA PROMORAR,SENHOR DO BONFIM,PDT,NÃO ELEITO,0,0.0,262.0
1519,25768,EDNAILTON RODRIGUES SANTOS,EDDY RODRIGUES,SENHOR DO BONFIM,PDT,NÃO ELEITO,6,0.0,262.0
1520,25775,HILZETE MOREIRA DA SILVA E SILVA,ZETE DE VEIZÃO,CRAVOLÂNDIA,PP,SUPLENTE,0,0.0,0.0
1521,25782,ANDRÉIA SOUZA,ANDRÉIA DE ALAÍDE,CRAVOLÂNDIA,PP,SUPLENTE,5,0.0,0.0
1522,25783,AISE ANE TEIXEIRA DE ALMEIDA,AISE,CRAVOLÂNDIA,PP,SUPLENTE,1,0.0,0.0
1523,25804,MARCOS ROBERTO DOS ANJOS ALVES,BETO CAWBOY,CRAVOLÂNDIA,PT,NÃO ELEITO,5,0.0,155.0
1524,25806,MOACYR CARLOS ALMEIDA SANTOS,CARLÃO DA PALESTINA,CRAVOLÂNDIA,PT,NÃO ELEITO,0,0.0,0.0
1525,25807,SANDRA SENA ANDRADE,SANDRA CABELELEIRA,CRAVOLÂNDIA,PT,NÃO ELEITO,5,0.0,0.0
1526,25808,IRACY NOVAES DE JESUS,IRACY DE ILHA FORMOSA,CRAVOLÂNDIA,PT,NÃO ELEITO,5,0.0,0.0
1527,25815,MARLENE DE SENA SANTOS,MARLENE,NOVA SOURE,PT,SUPLENTE,6,0.0,161.48
1528,25818,DETANIA MARIA DOS SANTOS,TANIA,NOVA SOURE,PT,SUPLENTE,0,0.0,161.47
1529,25847,ALBANY HUNNER DE JESUS ALVES,ALBANY,PRADO,REPUBLICANOS,SUPLENTE,1,0.0,0.0
1530,25851,CLEUZENICE PIRES VITORINO,CLEUZENICE,PRADO,REPUBLICANOS,SUPLENTE,6,0.0,0.0
1531,25872,MARIA DAS GRAÇAS SILVA DE SOUZA,GRAÇA DE MARTINHO,GAVIÃO,DEM,SUPLENTE,3,0.0,0.0
1532,25873,JOSÉ DIAS GOMES,ZÉ DE VALÉRIO,GAVIÃO,DEM,SUPLENTE,4,0.0,0.0
