,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_UE,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,VR_DESPESA_CONTRATADA,VR_RECEITA
8425,LUIZ HENRIQUE DA SILVA,LUIZ MALAQUIAS,ITABUNA,PODE,NÃO ELEITO,34,0.0,227.5
8426,VALDILENE DE JESUS CARVALHO,LENE CARVALHO,CATU,PDT,SUPLENTE,34,0.0,0.0
8427,RAIMUNDO DUARTE DE BRITO,BUJÃO,VERA CRUZ,REPUBLICANOS,SUPLENTE,34,0.0,0.0
8428,RAIMUNDO SOUZA DA CONCEIÇÃO,RAIMUNDO DE BETE,CONDE,PSB,SUPLENTE,34,0.0,0.0
8429,GISLANE TELES DE SOUZA,MANA DO HOSPITAL,PIRITIBA,DEM,SUPLENTE,34,0.0,2500.0
8430,ARMANDO MANOEL DO NASCIMENTO,ARMANDO DO ITAPICURU,CIPÓ,PT,SUPLENTE,34,0.0,0.0
8431,RAIMUNDO DE JESUS ALVES,RAIMUNDINHO,JUSSARI,PP,SUPLENTE,34,0.0,183.26
8432,JOSE CARLOS,ZEQUINHA DA CASA DO ESTUDANTE,MUCURI,AVANTE,NÃO ELEITO,34,0.0,0.0
8433,MARCOS DE AGUIAR PORTO,MARCÃO CONAN,BRUMADO,PSDB,NÃO ELEITO,34,0.0,0.0
8434,VANESSA BARROS DE SOUZA,VANESSA SOUZA,BARREIRAS,PDT,NÃO ELEITO,34,0.0,0.0
8435,REJANE OLIVEIRA MATOS,REJANE A MENINA DO AMENDOIM,ITABUNA,AVANTE,SUPLENTE,34,0.0,0.0
8436,CLAUDINEI DUARTE DE JESUS,NEI DUARTE,CANDEIAS,PT,NÃO ELEITO,34,0.0,1509.0
8437,VERONICA DOS SANTOS AQUINO,VERA DA VILA,CONCEIÇÃO DO JACUÍPE,PP,SUPLENTE,34,0.0,0.0
8438,UENDEL DA SILVA DE ALBERGARIA,WENDEL ALBERGARIA,MURITIBA,PSB,SUPLENTE,34,0.0,0.0
8439,MAISA DE SOUSA SIMÃO,MAISA POLICLINICA,MEDEIROS NETO,PATRIOTA,SUPLENTE,34,0.0,2170.0
8440,JULIETA COSTA GOMES DE ALMEIDA,JULIETA COSTA,SANTA CRUZ CABRÁLIA,PROS,SUPLENTE,34,0.0,0.0
8441,SOLANGE DOS SANTOS BORGES,SOLANGE BORGES,JEQUIÉ,DEM,SUPLENTE,34,0.0,0.0
8442,JOSÉ VÁGNER SANTOS DE JESUS,VAGNER SANTOS,SÃO FELIPE,PT,SUPLENTE,34,0.0,0.0
8443,ALEXANDRO OLIVEIRA DA SILVA,SANDRO GARI,SANTO ANTÔNIO DE JESUS,PSL,NÃO ELEITO,34,0.0,0.0
8444,JOSE RENILSON MOTA DE CARVALHO,BUDICA DA BOA VISTA,BIRITINGA,PC do B,SUPLENTE,34,0.0,112.0
8445,RAIMUNDO DE JESUS PEREIRA,RAIMUNDO ROCHA,IRAQUARA,PSB,SUPLENTE,34,0.0,0.0
8446,SAADJA ARAÚJO DOS SANTOS,SAADJA,CAPIM GROSSO,PC do B,SUPLENTE,34,0.0,119.17
8447,ALTAMIRANDO LINO DOS SANTOS,SASSÁ,JANDAÍRA,PL,NÃO ELEITO,34,0.0,850.0
8448,ELVIS SANTANA DOS SANTOS,ELVIIS SANTAANA,LAURO DE FREITAS,PTB,NÃO ELEITO,34,0.0,0.0
8449,GERALDO ANTUNES TUPINA,GERALDO,SERRA DO RAMALHO,PT,SUPLENTE,34,0.0,0.0
8450,SANDRO DE OLIVEIRA SOUSA,SANDRO DO SAO PEDRO,BARRA DO MENDES,PSD,SUPLENTE,34,0.0,0.0
8451,CARMEM ADRIANA SILVA,ADRIANA SILVA,BRUMADO,DEM,SUPLENTE,34,0.0,0.0
8452,FERNANDO PEREIRA DO AMARAL,AMARAL DO SOM,CRUZ DAS ALMAS,DEM,SUPLENTE,34,0.0,0.0
8453,ROZANA PEREIRA LEITE,PROFESSORA ROSANA,CRUZ DAS ALMAS,CIDADANIA,NÃO ELEITO,34,0.0,0.0
8454,SERGIO DA CRUZ MARINHO,SERGIO BAGACA,IPIRÁ,PSB,NÃO ELEITO,34,0.0,0.0
8455,HERVAL SANTOS,VAL DO TAXI,CRUZ DAS ALMAS,CIDADANIA,NÃO ELEITO,34,0.0,0.0
8456,RAIMUNDO MARCOS SANTOS OLIVEIRA,PITI DO POVÃO,ILHÉUS,PTC,NÃO ELEITO,34,0.0,354.0
8457,JOHNSON OLIVEIRA DE SOUZA,JOHNSON DO POVÃO,ILHÉUS,PTC,NÃO ELEITO,34,0.0,354.0
8458,SARA BENEVIDES DA SILVA,SARA BENEVIDES ,JEQUIÉ,PT,SUPLENTE,34,0.0,0.0
8459,ADEMAR DA SILVA NETO,ADEMAR CARRERINHA,CAETANOS,PP,SUPLENTE,34,0.0,750.0
8460,LENILDO DOS SANTOS,LELEU,ARATUÍPE,PT,SUPLENTE,34,0.0,590.0
8461,MARIA DO SOCORRO BATISTA DOS SANTOS,MARIA DO SOCORRO,POÇÕES,PC do B,SUPLENTE,34,0.0,0.0
8462,RAIMUNDA DA SILVA SANTOS,GAZA DE ZÉ RAIMUNDO,BREJÕES,REPUBLICANOS,NÃO ELEITO,34,0.0,350.0
8463,LEANDRO PEREIRA SANTOS,PEQUENO,MARAGOGIPE,PODE,SUPLENTE,34,0.0,0.0
8464,LUCIANO MARTINS DE SENA,LUCIANO DE ANTIDIO,ALAGOINHAS,MDB,SUPLENTE,34,0.0,0.0
8465,ROSANE LINO SANTANA,ROSANA,LAJEDO DO TABOCAL,PSB,SUPLENTE,34,0.0,0.0
8466,DAVID WESLEI PEREIRA DOS SANTOS,DAVID,ITAPARICA,DEM,NÃO ELEITO,34,0.0,0.0
8467,TEOFANES JOSE VIEIRA,TEOFANE DA VILA,IBICARAÍ,PSC,SUPLENTE,34,0.0,200.0
8468,ANTONIA MILLA MACHADO VIANNA,MILLA VIANNA,SALVADOR,PSL,SUPLENTE,34,0.0,0.0
8469,GILBERTO BATISTA ROSA,GILBERTO ROSA,ALAGOINHAS,REDE,NÃO ELEITO,34,0.0,0.0
8470,MARCOS FREIRE GALVÃO,MARCOS FREIRE,VITÓRIA DA CONQUISTA,DEM,SUPLENTE,34,0.0,0.0
8471,LUCIANA SILVA MATOS SOUZA,LUCIANA MATOS,ITABUNA,REPUBLICANOS,SUPLENTE,34,0.0,0.0
8472,NAILTON DA SILVA BERNARDES,IRMAO NACA,ITAMARAJU,PSDB,SUPLENTE,34,0.0,1000.0
8473,SHEENA MATOS PINHEIRO,SHEENA DE VALDEMIRO PINHEIRO,ARACI,PT,SUPLENTE,34,0.0,620.0
8474,ODAIR OLIVEIRA DE QUEIROZ,DODE DO CAFARNAUZINHO,CAFARNAUM,PT,SUPLENTE,34,0.0,0.0
8475,ELIZABETE GOMES DE BRITO DOS SANTOS,BETE GOMES,SÁTIRO DIAS,PSB,SUPLENTE,34,0.0,465.0
8476,FABIO SOARES DOS SANTOS,FABIO BODHI,CARDEAL DA SILVA,PSD,SUPLENTE,33,0.0,0.0
8477,LÊDO IVO GOMES DE OLIVEIRA,LÊDO IVO,JUAZEIRO,PSDB,SUPLENTE,33,0.0,0.0
8478,NAILSON SOUZA DE JESUS,PAPITO DE ZÉ COCO,CATU,PODE,SUPLENTE,33,0.0,0.0
8479,MARIA DAS DORES CONCEIÇÃO SANTOS,DAS DORES,IGRAPIÚNA,REPUBLICANOS,SUPLENTE,33,0.0,0.0
8480,MARCIELLE SANTOS CRUZ,MARCIELLE,CARAVELAS,PROS,SUPLENTE,33,0.0,0.0
8481,ANTONIO ALVES CORREIA,TOÍNHO DA PONTE,JANDAÍRA,PSD,SUPLENTE,33,0.0,0.0
8482,ANDREIA NASCIMENTO FEITOSA,ANDREIA NASCIMENTO,LUÍS EDUARDO MAGALHÃES,PTC,SUPLENTE,33,0.0,1436.95
8483,JOSEVALDO OLIVEIRA PRATES,PI DA C10,ITARANTIM,MDB,SUPLENTE,33,0.0,0.0
8484,ADILSON SILVA TEIXEIRA,ADILSON DIQUINHA,GOVERNADOR MANGABEIRA,PT,SUPLENTE,33,0.0,0.0
8485,ELISEU NERI DA CRUZ,ELISEU DA UMBURANINHA,OLINDINA,PODE,NÃO ELEITO,33,0.0,780.0
8486,EDIMAR DOS SANTOS FERNANDES,KAIDEIRAS,PRADO,PT,SUPLENTE,33,0.0,0.0
8487,ADRIANA DE JESUS SANTOS,ADRIANA SANTOS,NILO PEÇANHA,PSD,SUPLENTE,33,0.0,0.0
8488,DURLIENE CABRAL DA SILVA,DURLIENE,FIRMINO ALVES,PDT,SUPLENTE,33,0.0,0.0
8489,RICARDO YURI MAIA BATISTA,RICARDO YURI DO SINDICATO,IRECÊ,REPUBLICANOS,SUPLENTE,33,0.0,1000.0
8490,MARCO AURELIO DE OLIVEIRA,MARQUINHOS DO GÁS,ITANHÉM,PP,SUPLENTE,33,0.0,258.0
8491,MARIA NAZARÉ MATIAS SANTOS,MARIA NAZARÉ,NAZARÉ,PT,NÃO ELEITO,33,0.0,395.86
8492,ARLETE ROSARIO RAMOS,ARLETE DO SOPAO,PRADO,PODE,SUPLENTE,33,0.0,128.0
8493,JOSE HENRIQUE DOS SANTOS,PEU,TERRA NOVA,PL,SUPLENTE,33,0.0,0.0
8494,EDMUNDO SILVA DO NASCIMENTO,EDMUNDO DA COLÔNIA,CANAVIEIRAS,PV,NÃO ELEITO,33,0.0,363.9
8495,JEUSA SILVA DA LUZ PORTO,JEUSA LUZ,ANTÔNIO CARDOSO,PT,SUPLENTE,33,0.0,0.0
8496,CATIANA DE JESUS COSTA,CATIA COSTA,ITAMARAJU,PDT,SUPLENTE,33,0.0,1000.0
8497,ALBERLANDE GONCALVES DA SILVA NASCIMENTO,HALBERT VEGAS,LUÍS EDUARDO MAGALHÃES,PSL,NÃO ELEITO,33,0.0,95.0
8498,JOSIVALDO MOREIRA DOS SANTOS,RAMINHO DE NENA,JACOBINA,PL,NÃO ELEITO,33,0.0,582.0
8499,JEFERSON QUINTINO DOS SANTOS,JEFERSON QUINTINO,ITUBERÁ,REPUBLICANOS,NÃO ELEITO,33,0.0,0.0
8500,FRANCISCA DE SOUZA RODRIGUES,FRAN DO CONDOMINIO,CATU,PDT,SUPLENTE,33,0.0,0.0
8501,ORIVALDO SANTOS CORREIA,PASTOR ORIVALDO SANTOS,ILHÉUS,PSOL,NÃO ELEITO,33,0.0,1100.0
8502,VERA XAVIER RIBEIRO DOS SANTOS,VERA XAVIER,CATU,DEM,SUPLENTE,33,0.0,173.83
8503,NEY AUGUSTO DE SANTANA BARBOSA,NEY DA MUDANÇA,MADRE DE DEUS,PSB,SUPLENTE,33,0.0,0.0
8504,MÁRCIA REGINA DE ARAÚJO PIRES ANDRADE,MÁRCIA REGINA,BARREIRAS,PSC,NÃO ELEITO,33,0.0,222.0
8505,CARMELIA MARIA DA CRUZ BISPO,IRMÃ CARMELIA,CANDEIAS,PL,SUPLENTE,33,0.0,102.0
8506,BERNARDINO PEREIRA DE BRITO,BERNARDINO,BOQUIRA,PSB,SUPLENTE,33,0.0,1304.0
8507,IDÁSIO SANTOS DE OLIVEIRA,IDÁSIO DA FARMÁCIA,BARREIRAS,PDT,NÃO ELEITO,33,0.0,0.0
8508,ALBERTO ARAUJO FERREIRA,PÉU,VALENTE,PSB,NÃO ELEITO,33,0.0,0.0
8509,ELIANA CABRAL DOS SANTOS,ELIANA CABRAL,SALVADOR,SOLIDARIEDADE,SUPLENTE,33,0.0,0.0
8510,DIEGO BESSONI DA SILVA,DIEGO BESSONI,CARAVELAS,PDT,SUPLENTE,33,0.0,0.0
8511,JOILSON OLIVEIRA DE SOUZA,JOILSON DA RECICLAGEM,IBIRATAIA,PC do B,NÃO ELEITO,33,0.0,408.0
8512,MARLENI MARIANO PINTO,IRMÃ MARLENI,UTINGA,REPUBLICANOS,SUPLENTE,33,0.0,0.0
8513,ZENOBIO DA SILVA OLIVEIRA,CHERLÉ,PONTO NOVO,PT,SUPLENTE,33,0.0,100.0
8514,CARROS ANTONIO CONCEIÇÃO SILVA,CACAU CABELELEIRO,PORTO SEGURO,PC do B,SUPLENTE,33,0.0,967.4
8515,VALÉRIA DA SILVA MENEZES,VALÉRIA,PIRAÍ DO NORTE,PP,SUPLENTE,33,0.0,902.4
8516,CAMILA KAUANNY LIMA AZEVEDO,CAMILA LIMA,CASA NOVA,MDB,NÃO ELEITO,33,0.0,0.0
8517,RAVENA ALVES COUTINHO,RAVENA,PRADO,PV,SUPLENTE,33,0.0,200.0
8518,DINONEU GONÇALVES NUNES DOS SANTOS,DIONEI,VALENÇA,PMN,NÃO ELEITO,33,0.0,0.0
8519,UILSON ALVES DA SILVA,UILSON DA AGUA,ESPLANADA,REPUBLICANOS,SUPLENTE,33,0.0,0.0
8520,JOSEMILSON SABINO DE SOUZA,JOSEMILSON LOMBRIGA,CASA NOVA,PL,SUPLENTE,33,0.0,0.0
8521,ANTONIO MAGALHÃES DOS SANTOS,TONHO DE MANU,MARAGOGIPE,PSD,SUPLENTE,33,0.0,0.0
8522,GILDELIO NASCMENTO DOS SANTOS,BELO DO CATU SUCUPIRA,ITAPICURU,PC do B,NÃO ELEITO,33,0.0,0.0
8523,ASSIS DE SANTANA SILVA,ASSIS,SALVADOR,PSDB,SUPLENTE,33,0.0,97.0
8524,CRISTIANO NILTON RIBEIRO,IRMÃO CRISTIANO,CASA NOVA,PL,SUPLENTE,33,0.0,0.0
8525,JACQUELINE CUNHA OLIVEIRA,JACQUELINE KALAMBAL,ILHÉUS,PDT,SUPLENTE,33,0.0,2000.0
8526,RENILDA DOS SANTOS LISBOA,IRMÃ RENILDA,JEQUIÉ,PODE,SUPLENTE,33,0.0,0.0
8527,NILZO JOSÉ DE BRITO FILHO,ZÉ DE NILZO,SALINAS DA MARGARIDA,MDB,NÃO ELEITO,33,0.0,0.0
8528,ISAIAS DE CARVALHO TELES,ISAIAS,CATU,PTC,NÃO ELEITO,33,0.0,0.0
8529,MARIA GORETE DA CONCEIÇÃO FIAES DA SILVA SANTANA,GORETE FIAES,CORAÇÃO DE MARIA,PROS,NÃO ELEITO,33,0.0,0.0
8530,ELIENE SIMOES DE JESUS,LENINHA,AMÉLIA RODRIGUES,PDT,SUPLENTE,33,0.0,300.0
8531,JOSE DE CASTRO,ZEZÃO DO POVÃO,CASA NOVA,PSD,SUPLENTE,33,0.0,0.0
8532,MANOEL RIBEIRO DOS SANTOS,PEDRO DO FUNIL,LAJE,PL,SUPLENTE,33,0.0,0.0
8533,DELMO HENRIQUE DE OLIVEIRA PRADO,ADELMO,SAUBARA,PDT,NÃO ELEITO,33,0.0,0.0
8534,ROSILENE NUNES SILVA,ROSA DO BISCOITO,CAATIBA,PSD,SUPLENTE,33,0.0,97.6
8535,VALDEMIR DE JESUS FERNANDES,VALL FERNANDES CANTOR,MAIQUINIQUE,PODE,SUPLENTE,33,0.0,0.0
8536,NILTON MACEDO DOS SANTOS,NILTON DO FETO,JITAÚNA,PP,SUPLENTE,33,0.0,257.2
8537,JOSE FLAVIO CERQUEIRA DOS SANTOS,NINHO GOUVEIA,RIO REAL,PSB,SUPLENTE,33,0.0,0.0
8538,ANTONIO CESAR VIEIRA DOS SANTOS,NANI DOS POTES,ITARANTIM,REPUBLICANOS,NÃO ELEITO,33,0.0,150.0
8539,ANDRE MIREZ MAGALHÃES CARVALHO DOS SANTOS,ANDRÉ MIREZ,ARACI,PODE,SUPLENTE,33,0.0,0.0
8540,SERGIO DOS SANTOS MOREIRA,SERGINHO DA ESTIVA,CARDEAL DA SILVA,PP,SUPLENTE,33,0.0,0.0
8541,FABIO DOS SANTOS DA CRUZ,FABIO CRUZ,SALVADOR,PC do B,SUPLENTE,33,0.0,250.0
8542,SAMILI CAMPOS DOS SANTOS,SAMILLY CAMPOS,NOVA VIÇOSA,PP,SUPLENTE,33,0.0,0.0
8543,VALDIR DE OLIVEIRA SANTOS,VALDIR DE BICO,ITAMARAJU,PT,SUPLENTE,33,0.0,0.0
8544,BETHÂNIA SOUSA OLIVEIRA,BETHÂNIA SOUSA,VITÓRIA DA CONQUISTA,PRTB,SUPLENTE,33,0.0,900.0
8545,MARCIA REGINA SILVA DE JESUS FERREIRA,DRA MARCIA FERREIRA,SALVADOR,PTB,SUPLENTE,33,0.0,0.0
8546,GILENO PAULO DE ALMEIDA,CILENO DO BENEDITO,ACAJUTIBA,PSD,SUPLENTE,33,0.0,0.0
8547,ROSIVANIA GONÇALVES DOS SANTOS,PROFESSORA ROSIVANIA,MUCURI,PODE,NÃO ELEITO,33,0.0,794.4200000000001
8548,FERNANDA SANTOS COSTA,NANDA,ITAGIMIRIM,SOLIDARIEDADE,SUPLENTE,33,0.0,0.0
8549,VALTER CONCEIÇÃO DA SILVA,IRMÃO VALTER,MARAÚ,PSDB,SUPLENTE,33,0.0,600.0
8550,JHONATAN DA SILVA SANTANA,JHON SANTANA,POJUCA,PT,SUPLENTE,33,0.0,0.0
8551,MIRIAN DA SILVA LIMA,MIRIAN DA TRINDADE,IRARÁ,PT,SUPLENTE,33,0.0,0.0
8552,DEIVID SANTANA DE ALMEIDA,DEIVID DO POSTO,LAURO DE FREITAS,AVANTE,SUPLENTE,33,0.0,1000.0
8553,JUCIMARIO DE OLIVEIRA ALBUQUERQUE,SIMÁRIO DO VÍDEO GAME,CASA NOVA,PL,SUPLENTE,33,0.0,0.0
8554,FERNANDO DAMASCENO NASCIMENTO,FERNANDO DAMASCENO,MUCURI,REPUBLICANOS,SUPLENTE,33,0.0,0.0
8555,LETICIA DOS SANTOS FERREIRA,LELE SANTOS,TEIXEIRA DE FREITAS,PDT,SUPLENTE,33,0.0,215.0
8556,EDICLEIA BALBINA DOS SANTOS,KEL DA BARRACA,NAZARÉ,PSOL,NÃO ELEITO,33,0.0,0.0
8557,OSMAN DOS SANTOS BISPO,OSMAN MOTOBOY,ILHÉUS,PT,SUPLENTE,33,0.0,991.5
8558,JEOVÁ SOUZA LIMA,JATOBÁ,MEDEIROS NETO,PSL,NÃO ELEITO,33,0.0,0.0
8559,ELENO EMIDIO CASTOR,ELENO DO RETIRO,GLÓRIA,PT,SUPLENTE,33,0.0,1415.0
8560,VALDELITO BARRETO SANTANA,VAL DA SAÚDE,NAZARÉ,PSOL,NÃO ELEITO,33,0.0,0.0
8561,MARIA INAGINARIA SILVA MATOS,NADIA MATOS,PRADO,PROS,SUPLENTE,33,0.0,128.0
8562,BENIGNO FONSECA VALENÇA NETO,BENIGNO,IBICARAÍ,DEM,SUPLENTE,33,0.0,750.0
8563,STELA DA SILVA VIEIRA,STELA VIEIRA,BARREIRAS,PT,NÃO ELEITO,33,0.0,490.0
8564,CARLOS AUGUSTO BARROS DA COSTA,TECO PANTA,CASA NOVA,DEM,NÃO ELEITO,33,0.0,0.0
8565,VALERO DE JESUS DOS SANTOS,VALERO DO RIACHÃO,TAPEROÁ,PROS,NÃO ELEITO,33,0.0,0.0
8566,JOSEVAL SENA DE JESUS,CEBOLA DO MANUÍNO,SERRA PRETA,DEM,SUPLENTE,33,0.0,0.0
8567,MERCIA DANTAS DE MELO,MÉRCIA DE BEBÉ,SAÚDE,PSL,NÃO ELEITO,33,0.0,450.0
8568,WASHINGTON DA SILVA MIRANDA,MIRANDA,ESPLANADA,PV,SUPLENTE,33,0.0,0.0
8569,HELTON ELIAS CORREIA NEVES,HELTON ELIAS,BARRO PRETO,REPUBLICANOS,SUPLENTE,33,0.0,575.0
8570,LUIZ CARLOS NOVAIS DE ALMEIDA,LUIZINHO DA MOLETA,ITAPETINGA,PSB,SUPLENTE,33,0.0,695.0
8571,EDEMIR BORGES FONSECA,EDEMIR DA SAÚDE,NAZARÉ,REPUBLICANOS,SUPLENTE,33,0.0,0.0
8572,JOILMA BATISTA ALVES SILVA,KIU,RUY BARBOSA,PSB,NÃO ELEITO,33,0.0,0.0
8573,ODAIR JOSE SILVA SANTOS,DAI MOVEIS,IRECÊ,PROS,NÃO ELEITO,33,0.0,0.0
8574,FIRME FILHO DE JESUS COSTA,FIRME DE NENZINHO,GAVIÃO,PROS,SUPLENTE,33,0.0,0.0
8575,CLEITON JOSE SILVA BARBOSA,CLEITON DO CURSO,JUAZEIRO,PSDB,SUPLENTE,33,0.0,0.0
8576,ANA CAROLINE OLIVEIRA SILVA,ANA CAROLINE,NOVA VIÇOSA,PSL,NÃO ELEITO,33,0.0,0.0
8577,JOSÉ BATISTA SOARES DOS SANTOS,ZEZINHO,CAMPO FORMOSO,PT,SUPLENTE,33,0.0,0.0
8578,DIEGO HENRIQUE SOUZA ESTRELA,DIEGO MOTOTÁXI,ALAGOINHAS,PATRIOTA,NÃO ELEITO,33,0.0,200.0
8579,PAULO DOS SANTOS REIS,IRMÃO PAULO,RUY BARBOSA,PSDB,SUPLENTE,33,0.0,1357.5
8580,TAILANE SANTOS DO NASCIMENTO,TAILANE DE LEOVENTURA,CAMACÃ,AVANTE,NÃO ELEITO,33,0.0,0.0
8581,FERNANDO DE JESUS CARDOSO,NANDO DO LIMOEIRO,CAMAÇARI,PMN,NÃO ELEITO,33,0.0,0.0
8582,RITA FRANCISCA DOS SANTOS,RITA FRANCISCA,VITÓRIA DA CONQUISTA,PSB,NÃO ELEITO,33,0.0,2040.1699999999998
8583,MARIA NAIANE SANTOS SILVA,NANE DE DJALMA,BARRO PRETO,PP,SUPLENTE,33,0.0,575.0
8584,LUIZ GONZAGA DOS SANTOS,LULA DA BAIXINHA,ICHU,REPUBLICANOS,SUPLENTE,33,0.0,0.0
8585,ROQUE DA CONCEIÇÃO,ROQUE DO PROJETO,GOVERNADOR MANGABEIRA,PT,SUPLENTE,32,0.0,200.0
8586,ANDRÉ MARIANO DA SILVA,ANDRÉ SILVA DA ITAPERA,SENTO SÉ,PRTB,NÃO ELEITO,32,0.0,0.0
8587,JEBERSON CLEI JOSE DE NOVAES,PROFESSOR CUPICHA,BARRA DO MENDES,PL,SUPLENTE,32,0.0,310.0
8588,ANTÔNIO CEZAR MOTA DE CARVALHO,LILA DA CHURRASQUEIRA,SERRINHA,PL,SUPLENTE,32,0.0,0.0
8589,EVANILDO MONTEIRO SOUZA,ERY DO NOVA ESPERANÇA,URUÇUCA,PT,SUPLENTE,32,0.0,370.0
8590,THANITE RIBEIRO DE LUCENA,THANITE LUCENA,UMBURANAS,PSD,SUPLENTE,32,0.0,800.0
8591,WALLACE OLIVEIRA DALLY,WALLACE DALLY,SANTA LUZIA,DEM,SUPLENTE,32,0.0,336.5
8592,JOSE OFENISIO TAVARES RABELO,NIZINHO,ITAPICURU,PP,SUPLENTE,32,0.0,1152.35
8593,ADEMAR RODRIGUES VIANA,PINGO,LAJEDÃO,DEM,SUPLENTE,32,0.0,0.0
8594,JURANDIR CARDOSO DOS SANTOS,JURANDIR CARDOSO,SÃO SEBASTIÃO DO PASSÉ,PC do B,NÃO ELEITO,32,0.0,2000.0
8595,DICELIA MARIA VITORIA DOS SANTOS,DICELIA DO BEBEDOURO,TANQUINHO,PP,SUPLENTE,32,0.0,0.0
8596,JOÃO SILVA FREIRE,JOÃO FREIRE,TEIXEIRA DE FREITAS,PSC,SUPLENTE,32,0.0,3725.0
8597,JOAQUIM JOSE VILAS DE CARVALHO,KILLA,COTEGIPE,PC do B,SUPLENTE,32,0.0,377.14
8598,ADRIANA SILVA CARNEIRO,ADRIANA DA SAÚDE,UBAITABA,PSD,SUPLENTE,32,0.0,0.0
8599,MARIA INES DE SOUZA BATISTA,INÊS,SOBRADINHO,PDT,SUPLENTE,32,0.0,0.0
8600,RENE PESSOA DAMACENO,PROFESSOR RENE,ALAGOINHAS,PODE,NÃO ELEITO,32,0.0,228.96
8601,PAULO ROBERTO GUIRRA,PAULO GUIRRA,BUERAREMA,PODE,NÃO ELEITO,32,0.0,0.0
8602,CLEIDSON BARRETO DA SILVA,CLEIDSON DO POÇO,ANTÔNIO CARDOSO,PODE,SUPLENTE,32,0.0,350.0
8603,SANDRA SANTOS SOUZA SILVA,SANDRA,ITAMARAJU,PODE,NÃO ELEITO,32,0.0,0.0
8604,ARISTIDES NERY DE SOUZA FILHO,ARISTIDES,ITAPEBI,SOLIDARIEDADE,SUPLENTE,32,0.0,0.0
8605,JANNETH GRACIER MARQUES DE ARAÚJO SILVA,JANNETH GRACIER,SENHOR DO BONFIM,PT,SUPLENTE,32,0.0,1998.6399999999999
8606,ALEANDRO SILVA DOS SANTOS,ALEANDRO SILVA,CAMACÃ,REPUBLICANOS,SUPLENTE,32,0.0,0.0
8607,CLEUSON BEZERRA DOS SANTOS,KELL SANTOS,PAULO AFONSO,PSL,NÃO ELEITO,32,0.0,550.0
8608,MARAISA RAMOS SANTOS,MARAISA RAMOS,GLÓRIA,PSD,SUPLENTE,32,0.0,2150.0
8609,LUCINEIA SILVA DE JESUS,MEU NOME É NEIA,PORTO SEGURO,AVANTE,SUPLENTE,32,0.0,6000.0
8610,LEDA DEL REI,LEDA DEL REI,URUÇUCA,PT,SUPLENTE,32,0.0,370.0
8611,ROSENAIDE SANTOS DE JESUS,PRIMAVERA,ENTRE RIOS,PSOL,NÃO ELEITO,32,0.0,5545.07
8612,JOSE SANTANA DE ANDRADE,JOTA SANTANA,LAURO DE FREITAS,PMN,NÃO ELEITO,32,0.0,300.0
8613,ELIAS CONCEIÇÃO DE ALMEIDA,PASTOR ELIAS,IBIRAPITANGA,PDT,SUPLENTE,32,0.0,0.0
8614,IVANETE ANUNCIAÇÃO SILVA,NEGA DE BINHO,IBICOARA,PSC,SUPLENTE,32,0.0,339.75
8615,JULIO CEZAR CONCEIÇAO,PASTOR JULIO CEZAR DO MOTO TAX,CANDEIAS,PC do B,NÃO ELEITO,32,0.0,704.83
8616,ROMARIO SANTOS DE ASSIS,ROMARIO DE ASSIS,CARDEAL DA SILVA,PSDB,NÃO ELEITO,32,0.0,0.0
8617,VANUZA DE SOUZA NASCIMENTO,VANUZA NASCIMENTO,GONGOGI,PT,SUPLENTE,32,0.0,0.0
8618,JARLENE OLIVEIRA SANTOS,JARLENE,ITAPETINGA,PC do B,NÃO ELEITO,32,0.0,1587.34
8619,VIRGINIA MARILENA NOGUEIRA DE SANTANA,VIRGINIA MARILENA,ITABUNA,PL,SUPLENTE,32,0.0,872.41
8620,JUCIARA SANTOS COSTA,JUCY COSTA,ITARANTIM,PSD,SUPLENTE,32,0.0,0.0
8621,EDSON SANTOS DE SOUZA,TITA,MARAÚ,PDT,SUPLENTE,32,0.0,1517.3
8622,JOVENILDO COSTA DA SILVA,JÓ PEDREIRO,RIBEIRÃO DO LARGO,PT,NÃO ELEITO,32,0.0,0.0
8623,RENATO AMARAL DOS SANTOS JUNIOR,CABEÇA DA SERRARIA,BARRO PRETO,PP,SUPLENTE,32,0.0,575.0
8624,ELISANDRA OLIVEIRA,SANDRA OLIVEIRA,ITABERABA,PSD,SUPLENTE,32,0.0,0.0
8625,MARIA CELIA SOARES DE ALMEIDA,CELIA CORRETORA,JAGUAQUARA,PATRIOTA,NÃO ELEITO,32,0.0,0.0
8626,LUIS CLAUDIO DA CRUZ,LUIZ CRUZ POETA,SÃO SEBASTIÃO DO PASSÉ,REPUBLICANOS,SUPLENTE,32,0.0,0.0
8627,ROGÉRIO DE SOUZA FRANÇA,ROGÉRIO FRANÇA,IRARÁ,PSD,SUPLENTE,32,0.0,0.0
8628,ADEMIR DOS PASSOS NERY,ADEMIR JESUS,CASA NOVA,PODE,SUPLENTE,32,0.0,0.0
8629,MARIA RAIMUNDA DOS SANTOS,RAIMUNDA BOBÓ,ARAMARI,PP,SUPLENTE,32,0.0,161.01
8630,IVAN ESTRELA NASCIMENTO,IVAN DO SACO,SANTANÓPOLIS,DEM,NÃO ELEITO,32,0.0,563.0
